date,market_return,stock_return
2024-08-01,-0.01834031413270166,-0.014398695148699493
2024-08-02,0.0022706784442716576,0.0032797902673880825
2024-08-05,-0.019877470860324445,-0.025021682016568684
2024-08-06,0.009990553665929627,0.035080070989877074
2024-08-07,0.004378164366208983,-0.011453435597130072
2024-08-08,-0.00104155038981458,0.003954628926916151
2024-08-09,0.003662162895358117,-0.021490552297985143
2024-08-12,-0.019275499845525096,-0.010640931388753161
2024-08-13,-0.005362871899875433,-0.015603829180932907
2024-08-14,-0.006354645711952258,-0.021610171787696274
2024-08-15,0.0015913729827943214,0.02454932713472397
2024-08-16,-0.0019508881356740588,0.0018099859898268907
2024-08-19,0.0025043118810072606,0.023409723362472837
2024-08-20,0.0030432940598105335,0.01382660225418662
2024-08-21,-0.01550030289968234,-0.027631858106544158
2024-08-22,-0.013688417471394742,-0.021716877893036862
2024-08-23,0.013371837918129185,0.03064253307763523
2024-08-26,-0.009307399553835798,-0.03103178809235932
2024-08-27,-0.0015168832025356184,0.02591674174441966
2024-08-28,0.009608454452277993,0.00474143234834646
2024-08-29,-0.0034140900893538943,0.010889795781163676
2024-08-30,0.0253308985214025,0.019253448146803322
2024-09-02,-0.010148391224011769,0.007449890150901849
2024-09-03,-0.006628139346785391,-0.03004472098230122
2024-09-04,-0.022832010404728598,-0.010857452800970507
2024-09-05,0.010044302723863512,-0.002544080821019699
2024-09-06,-0.004087091477668166,0.007101865192195708
2024-09-09,0.00744441182505096,0.015859526671718627
